eid,eff_doi,title,source,doctype,abstract_status,decision,reason_category,confidence,judged_on,mechanism_family,study_type,performance_reported,one_line
2-s2.0-105032828416,10.1109/icrera66237.2025.11284095,Assessing Vegetation-driven Reduction in Window Solar Heat Gain using LiDAR-based Modelling,14th International Conference on Renewable Energy Research and Applications Icrera 2025,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105037453923,10.1109/sisimpact67725.2025.11439429,Comparative Analysis of Shading Strategies on Solar Heat Gain Through Glass for Energy-Efficient Buildings,Proceedings 2025 IEEE 1st International Conference on Smart Innovations in Systems Infrastructure Mechanical Power AI and Computing Technologies Sisimpact 2025,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105027095148,10.1007/978-981-95-3253-7_38,A Study on the Optical and Thermal Performance and Energy Efficiency Analysis of a Novel Adjustable Wall-Like Window,Environmental Science and Engineering,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105011355768,10.3389/frsc.2025.1610729,"Smart 3D-printed facades: a review of innovations, materials, and sustainable performance",Frontiers in Sustainable Cities,Review,ok,related_review,review,high,abstract,,,,review/secondary on facade topic — kept for intro/benchmark
2-s2.0-105030547976,10.18860/jia.v8i4.25911,"ISLAMIC AND SCIENTIFIC PERSPECTIVES ON SHADING COEFFICIENT, CARBON DIOXIDE CONCENTRATION REDUCTION, AND COOLING EFFECT OF PRODUCTIVE FACADE",Journal of Islamic Architecture,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105023682057,10.1080/17452759.2025.2591322,Rice husk 4D printing in architecture: hygromorphic bi-directional self-shaping building skin,Virtual and Physical Prototyping,Article,ok,include,,high,abstract,material-driven,unclear,none,facade + physical movement (4d print; hygromorph; self-shaping)
2-s2.0-105013054451,10.1109/elma65795.2025.11083509,Dynamic Agrivoltaic Shading System for Optimal Plant Shading,2025 19th International Conference on Electrical Machines Drives and Power Systems Elma 2025 Proceedings,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105007032881,10.1007/978-3-031-84282-5_15,Building-Integrated Microalgae Photobioreactor: An Adaptive Solution to Urban Heat Island Mitigation,Grand Challenges in Biology and Biotechnology,Book Chapter,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105023094889,10.1007/978-981-96-8769-5_32,6D BIM Model-Based Sustainability Assessment of Photovoltaic Pavements Incorporating Energy Generation Estimation,Lecture Notes in Civil Engineering,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105019900679,10.1201/9781003513834-8,"Elevating Wellness: Integrating Health, Sustainability, and Urban Vitality in Tall Building Design",Transforming Healthcare Infrastructure,Book Chapter,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105027939394,10.1088/1742-6596/3140/10/102004,Field assessment of visual performance of a dynamic dual glazing assembly for occupants with lateral incident light,Journal of Physics Conference Series,Conference Paper,ok,include,,high,abstract,origami-deployable,experiment,daylight,facade + physical movement (deployed in adaptive building facade)
2-s2.0-105024220328,10.1002/2475-8876.70059,Impact of Time Interval Settings on Energy Simulation Outcomes and Solar Shading Operations Using Minute-Interval Weather Data for Building Design,Japan Architectural Review,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105025454948,10.1088/1755-1315/1556/1/012002,Finding the best shading device model to enhance visual comfort in an educational building,Iop Conference Series Earth and Environmental Science,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85211916172,10.1007/s12273-024-1211-9,Adaptive blind control strategy based on iterative optimization to minimize cooling and lighting demands in office space,Building Simulation,Article,ok,exclude,facade_no_movement,high,abstract,,,,"thermal-dynamic, no moving part (thermal mass)"
2-s2.0-105022788070,10.47556/j.wjstsd.20.4.2025.1,The Multi-Objective Optimisation for Energy Consumption and Daylight of Office Buildings in London: Meshed Façade Energy Study,World Journal of Science Technology and Sustainable Development,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85210246775,10.1007/978-981-97-7043-4_18,Review of Types of Deployable Mechanisms,Lecture Notes in Civil Engineering,Conference Paper,ok,related_review,review,high,abstract,,,,review/secondary on facade topic — kept for intro/benchmark
2-s2.0-105023438458,10.52842/conf.caadria.2025.2.449,Programming Bilayer Structures in 4D-printed Hygromorphs by Tailoring Porosity in Macroscale,Proceedings of the International Conference on Computer Aided Architectural Design Research in Asia,Conference Paper,ok,include,,high,abstract,material-driven,experiment,energy,facade + physical movement (4d print; 4d-print; hygromorph)
2-s2.0-85204129153,10.1007/s43393-024-00300-9,"Photobioreactor facade panels: enhancing comfort, reducing energy use, and capturing carbon in temperate continental climates",Systems Microbiology and Biomanufacturing,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105004640278,10.1109/ssdee64538.2025.10967910,A Zeta Converter-Based Improved BLDC Motor-Driven Water Pumping System for Partial Shading Environment of Solar PV,2025 IEEE 1st International Conference on Smart and Sustainable Developments in Electrical Engineering Ssdee 2025,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105021822271,10.1007/978-3-032-06978-8_2,Optimization of Plastic Mesh Shading Systems for Improved Daylighting and Solar Gain Control,Lecture Notes in Civil Engineering,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105027213300,10.1088/1755-1315/1554/1/012026,"Retrofitting European Office Building stock: combining principles of bio-economy and circular economy for context-based, adaptable facade solutions",Iop Conference Series Earth and Environmental Science,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105014513235,10.13124/9788860462022_22,Automating Solar Shading Control in Residential Buildings Located in a Temperate Climate: A Household-Specific Decision,Building Simulation Applications,Conference Paper,ok,include,,high,abstract,unclear,simulation,multiple,facade + physical movement (movable)
2-s2.0-105027196581,10.1088/1755-1315/1554/1/012115,Keeping cool with lower emissions: comparing internal to external blinds as solar shading devices,Iop Conference Series Earth and Environmental Science,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105025897495,10.1088/1755-1315/1546/1/012071,Empowering Occupants: Significance of Behavioral Choices in Reducing Space Cooling Demand in Europe,Iop Conference Series Earth and Environmental Science,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105035259499,10.26868/25222708.2025.1306,"Developing Early Design Stages Tools for Windows Considering Sky Conditions, Solar Radiation and Shading Control",Building Simulation Conference Proceedings,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105015460519,10.1109/ssi65953.2025.11107200,Adaptive Energy-Harvesting Façades: A Multi-Technology Approach for Optimizing Indoor Comfort and Sustainability,2025 Smart Systems Integration Conference and Exhibition Ssi 2025,Conference Paper,ok,include,,high,abstract,unclear,unclear,multiple,facade + physical movement (panels that dynamically adjust)
2-s2.0-85218276725,10.21741/9781644903391-38,Towards resilient architecture in technological innovation and AI,Materials Research Proceedings,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105009507103,10.1080/23744731.2025.2511560,Parametric model development for building input variables for lighting and shading controls for different building form factors,Science and Technology for the Built Environment,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85214110919,10.1007/978-981-97-8317-5_49,Daylight and Energy Performance Relationship of Classrooms and Office Spaces: Comparative Study of Istanbul Ticaret University Kucukyali Campus Building,Lecture Notes in Civil Engineering,Conference Paper,ok,include,,high,abstract,unclear,simulation,multiple,facade + physical movement (shading devices movable)
2-s2.0-105013473853,10.1080/00038628.2025.2545320,Examining thermal comfort in open spaces in higher education settings in hot climate regions–Mosul as a case study,Architectural Science Review,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-85210016411,10.1007/978-3-031-73247-8_10,Intrinsic Single-Image HDR Reconstruction,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105031883664,10.1109/iisa66859.2025.11311297,Towards Large Scale Facade Feature Extraction Using Vision Transformers & Panoramic Street View Imagery,16th International Conference on Information Intelligence Systems and Applications Iisa 2025,Conference Paper,ok,exclude,facade_no_movement,high,abstract,,,,"media/LED facade — visual only, no physical movement"
2-s2.0-105025587258,10.29227/im-2025-02-02-106,"The Future of Nearly Zero Energy Buildings (NZEBs) in a Warming Climate: Balancing Heating, Cooling, and Renewable Energy Strategies",Inzynieria Mineralna,Article,ok,exclude,facade_no_movement,high,abstract,,,,"thermal-dynamic, no moving part (dynamic insulation)"
2-s2.0-105021800983,10.1109/icpea65539.2025.11198251,An Adaptive PSO Algorithm for Robust Maximum Power Point Tracking in Photovoltaic Systems Under Rapid Irradiance Changes and Partial Shading,2025 IEEE 5th International Conference on Power Engineering Applications Engineering the Future Smart Solutions for Sustainable Power Systems Icpea 2025,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105036943304,10.1109/icinvents64613.2025.11401891,Efficient OBEO MPPT Controller For PV Under Dynamic and Partial Shading Conditions,2025 IEEE 1st International Conference on Innovations in Engineering and Next Generation Technologies for Sustainability Icinvents 2025,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105033241070,10.23968/2500-0055-2025-10-3-28-39,IMPACT OF BREATHING FACADES AND BIOMIMICRY ON VENTILATION AND INDOOR AIR QUALITY,Architecture and Engineering,Article,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
2-s2.0-105005061718,10.1117/12.3062320,A dynamic envelope extraction method of spacecraft parameters based on fast matching search,Proceedings of SPIE the International Society for Optical Engineering,Conference Paper,ok,uncertain_fulltext,,low,abstract,,,,facade but abstract gives no explicit movement/optical/thermal cue
