eid,doi,title,year,source,doctype,oa_concepts,stage1_decision,reason_category,method,signals
2-s2.0-105039655961,10.1007/s10668-026-07697-4,A comprehensive review of MPPT techniques for photovoltaic systems under uniform shading and partial shading detections,2026,Environment Development and Sustainability,Review,Maximum power point tracking:0.833; Photovoltaic system:0.812; Computer science:0.594; Renewable energy:0.54; Shading:0.537; Sustainability:0.521; Convergence (economics):0.483; Greenhouse gas:0.463,uncertain,facade_no_explicit_motion,ai,bldg:journal
2-s2.0-105039615711,10.1007/978-3-032-19038-3_3,Integrated Modeling of Dynamic Soiling and Partial Shading Effects on Photovoltaic Performance in Tropical Climates,2026,Springer Proceedings in Physics,Conference Paper,Shading:0.664; Environmental science:0.635; Photovoltaic system:0.604; Remote sensing:0.446; Meteorology:0.4; Atmospheric sciences:0.352; Solar energy:0.278; Arid:0.262,exclude,PV_electrical,rule,PV_electrical:photovoltaic
2-s2.0-105036712690,10.1007/978-981-95-5495-9_17,Research on Visual Comfort Performance Control of Smart Shading Blinds Based on Dynamic Programming Algorithm,2026,Lecture Notes in Civil Engineering,Conference Paper,Computer science:0.67; Control (management):0.488; Dynamic programming:0.437; Artificial intelligence:0.364; Computer vision:0.356; Control system:0.334; Shading:0.317; Simulation:0.303,uncertain,soft_motion_facade,ai,soft:dynamic; smart | bldg:blinds
2-s2.0-105010848657,10.1016/j.renene.2025.124015,Universal power point tracking using binary search: A multi-scenario approach for photovoltaic systems,2026,Renewable Energy,Article,,exclude,PV_electrical,rule,PV_electrical:photovoltaic; power point tracking
2-s2.0-105029856425,10.30572/2018/KJE/170122,INNOVATIVE TRANSITION UNIT FOR VOLTAGE REGULATION IN SOLAR PANEL SYSTEMS,2026,Kufa Journal of Engineering,Article,Shading:0.851; Photovoltaic system:0.763; Microcontroller:0.67; Computer science:0.516; Voltage:0.388; Unit (ring theory):0.386; Software:0.373; Obstacle:0.351,exclude,PV_electrical,ai_rescreen,
2-s2.0-105036699754,10.1109/TIA.2026.3683341,Integrated Solar Cell-Supercapacitor for Enhanced Power Output of PV Arrays under Partial Shading,2026,IEEE Transactions on Industry Applications,Article,Shading:0.601; Photovoltaic system:0.499; Power (physics):0.492; Electronic engineering:0.421; Electrical engineering:0.416; Electricity generation:0.381; Materials science:0.368; Computer science:0.365,exclude,PV_electrical,rule,PV_electrical:pv; solar cell
2-s2.0-105035885691,10.1007/978-3-032-13469-1_95,Out-Of-Plane Dynamic Analysis of Masonry Façades Interacting with Sidewalls: Comparison of Discrete Macro-Element and Rigid-Block Modelling,2026,Rilem Bookseries,Book Chapter,Masonry:0.767; Structural engineering:0.645; Stiffness:0.613; Acceleration:0.54; Nonlinear system:0.521; Ground motion:0.437; Engineering:0.431; Amplitude:0.43,include,kinetic_facade,rule,strong:motion | soft:dynamic | bldg:façade
2-s2.0-105034136398,10.1109/TCE.2026.3676486,DC-Link Voltage Control and Global Maximum Power Extraction in PV–TEG–BESS Microgrids via Spider Wasp Optimizer with Linear ADRC,2026,IEEE Transactions on Consumer Electronics,Article,Computer science:0.576; Control theory (sociology):0.541; Voltage:0.517; Extraction (chemistry):0.459; Microgrid:0.445; Power (physics):0.415; Maximum power principle:0.35; Automatic Generation Control:0.349,exclude,PV_electrical,rule,PV_electrical:maximum power; pv
2-s2.0-105030673413,10.1109/ACCESS.2026.3665606,Intelligent LSTM-Based Prediction and Adaptive Barrier Sliding Mode Control With Metaheuristic Optimization for Maximum Power Point Tracking in Photovoltaic Systems,2026,IEEE Access,Article,Control theory (sociology):0.757; Maximum power point tracking:0.705; Computer science:0.692; Photovoltaic system:0.686; Controller (irrigation):0.589; Overshoot (microwave communication):0.571; Settling time:0.558; Maximum power principle:0.516,exclude,PV_electrical,rule,PV_electrical:maximum power point; photovoltaic
2-s2.0-105039595012,10.1201/9781003681472-6,600 Years Reimagined: Reviving Sejong the Great’s 용비어천가 (Yongbieocheonga) through Generative AI and Modern-Classical Vocal Interpretation,2026,Korean Studies in the Artificial Intelligence Era Volume 2 Adoption Insights in Hospitality Culture Communication Music and Philosophy,Book Chapter,Set (abstract data type):0.564; Style (visual arts):0.554; Visual arts:0.535; Musical:0.532; Rhythm:0.531; Notation:0.491; Ruler:0.467; Aesthetics:0.446,exclude,off_topic_lowsignal,ai_rescreen,
2-s2.0-105035728262,10.1088/1755-1315/1609/1/012006,Examining the Role of Cavity Geometry of a Breathing Wall in Modifying Airflow,2026,Iop Conference Series Earth and Environmental Science,Conference Paper,Airflow:0.844; Turbulence:0.638; Laminar flow:0.637; Mechanics:0.537; Large eddy simulation:0.448; Computational fluid dynamics:0.428; Geometry:0.416; Flow (mathematics):0.4,exclude,thermal_static,rule,thermal:breathing wall
2-s2.0-105019519369,10.1007/978-981-96-5527-4_38,Research on Dynamic Envelope Calculation and Application of Metro Engineering Vehicles,2026,Lecture Notes in Mechanical Engineering,Conference Paper,Envelope (radar):0.642; Engineering:0.581; Vehicle dynamics:0.572; Offset (computer science):0.505; Dynamic simulation:0.425; Automotive engineering:0.377; Gauge (firearms):0.351; Dimension (graph theory):0.331,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:envelope
2-s2.0-105029680047,10.13189/cea.2026.140209,Toward Economically Viable Climate-Responsive Envelope Solutions for Social Housing in Egypt: A Comparative Study,2026,Civil Engineering and Architecture,Article,Envelope (radar):0.659; Port (circuit theory):0.56; Building envelope:0.541; Energy consumption:0.489; Payback period:0.46; Public housing:0.433; Population:0.423; Efficient energy use:0.395,uncertain,soft_motion_facade,ai,soft:responsive | bldg:building; envelope
2-s2.0-105035815215,10.1016/j.jare.2026.04.011,Natural flavonoids inhibit plasmid conjugation via iron chelation and zinc-responsive envelope stress,2026,Journal of Advanced Research,Article,Chemistry:0.638; Glutathione:0.612; Biochemistry:0.607; Lipophilicity:0.52; Intracellular:0.429; Cell envelope:0.422; Oxidative stress:0.415; Biophysics:0.385,uncertain,soft_motion_facade,ai,soft:responsive | bldg:envelope
2-s2.0-105039477047,10.1177/17442591261447481,Effect of millimetric perforations on CO2 diffusion and thermal transmittance of multi-layered breathing walls,2026,Journal of Building Physics,Article,Materials science:0.748; Perforation:0.648; Thermal:0.612; Transmittance:0.54; Composite material:0.495; Diffusion:0.447; Ventilation (architecture):0.38; Range (aeronautics):0.352,exclude,thermal_static,rule,thermal:breathing wall
2-s2.0-105022755562,10.1080/23307706.2025.2569552,High-precision vision-based measurement of key pantograph parameters for high-speed trains using Siamese networks and MOTFSE,2026,Journal of Control and Decision,Article,Train:0.747; Key (lock):0.721; Computer science:0.597; Pantograph:0.527; Control engineering:0.369; Engineering:0.356; Control theory (sociology):0.33; Simulation:0.318,exclude,transport_infra,rule,transport_infra:high-speed train; pantograph
2-s2.0-85164492932,10.1080/2159032X.2023.2228186,The Lost Kinetic Architecture and How to Reintroduce it in the Landscape–The Case Study of the Drainage Windmills in the Vistula Delta,2026,Heritage and Society,Article,Landscape history:0.664; Windmill:0.598; Landscape architecture:0.486; Architecture:0.448; History:0.392; Archaeology:0.367; Landscape design:0.351; Geography:0.325,include,kinetic_facade,rule,strong:kinetic | bldg:architect
2-s2.0-105027185422,10.1007/978-3-032-09062-1_29,Kinetic Energy Harvesting from Human Footsteps: An Insight into Modern Architecture’s Response to Energy Conservation,2026,Springer Proceedings in Complexity,Conference Paper,Kinetic energy:0.812; Renewable energy:0.662; Energy conservation:0.529; Energy (signal processing):0.443; Conservation of energy:0.424; Energy engineering:0.411; Efficient energy use:0.402; Energy harvesting:0.368,include,kinetic_facade,rule,strong:kinetic | bldg:architect
2-s2.0-105025373625,10.1016/j.trip.2025.101800,Space for cycling: A scoping review of recent evidence on the dynamic envelope for bicycle riding,2026,Transportation Research Interdisciplinary Perspectives,Article,Perspective (graphical):0.585; Envelope (radar):0.56; Context (archaeology):0.544; Space (punctuation):0.468; Headway:0.464; Computer science:0.419; Engineering:0.411; Path (computing):0.355,uncertain,soft_motion_facade,ai,soft:dynamic | bldg:envelope
2-s2.0-105035226736,10.1002/cta.70427,A Multiphase Interleaved SLH Converter With Feedforward Decoupling and Mode-Switching for Hi-Fi Audio,2026,International Journal of Circuit Theory and Applications,Article,Feed forward:0.703; Decoupling (probability):0.686; Ripple:0.64; Computer science:0.582; Control theory (sociology):0.528; Electronic engineering:0.512; Voltage:0.463; Amplifier:0.452,exclude,PV_electrical,ai_rescreen,
2-s2.0-105034567104,10.1111/jsr.70340,Sleep Disordered Breathing Severity Alters Overnight Temperature Changes in Children,2026,Journal of Sleep Research,Article,Polysomnography:0.856; Medicine:0.771; Sleep (system call):0.673; Sleep disordered breathing:0.598; Cardiology:0.414; Anesthesia:0.394; Sleep study:0.389; Sleep Stages:0.386,exclude,biomed_biology,rule,biomed_biology:sleep disorder
2-s2.0-105027155988,10.5755/j02.eie.42909,Innovative Narwhal MPPT with Feed forward Decoupling for Enhanced Solar Grid Integration,2025,Elektronika Ir Elektrotechnika,Article,Photovoltaic system:0.716; Maximum power point tracking:0.712; Control theory (sociology):0.676; Voltage droop:0.634; Total harmonic distortion:0.632; Decoupling (probability):0.602; Computer science:0.582; Robustness (evolution):0.563,exclude,PV_electrical,rule,PV_electrical:mppt
2-s2.0-105024349765,10.1016/j.conbuildmat.2025.144681,"Global phase-change interface governs thermal regulation in PCM–cementitious envelopes: Multiscale modeling, model validation, and normalized cross-climate simulations",2025,Construction and Building Materials,Article,Thermal conductivity:0.701; Thermal:0.684; Thermal conduction:0.65; Transient (computer programming):0.568; Convection:0.53; Heat flux:0.53; Materials science:0.506; Phase (matter):0.453,exclude,thermal_static,rule,thermal:pcm
2-s2.0-105018307628,10.1016/j.apenergy.2025.126860,"Adaptive BIPV shading optimization for electricity generation and building electricity management, sDA, and DGP using multi-objective algorithms",2025,Applied Energy,Article,Shading:0.655; Photovoltaic system:0.596; Daylight:0.546; Computer science:0.501; Building-integrated photovoltaics:0.489; Electricity:0.484; Electricity generation:0.413; Energy consumption:0.406,uncertain,soft_motion_facade,ai,soft:adaptive | bldg:bipv; building; daylight
2-s2.0-105018904481,10.1016/j.enbuild.2025.116593,Machine learning-optimized porous thermally responsive SS-PCM with switchable transparency for adaptive building envelope coatings,2025,Energy and Buildings,Article,Materials science:0.75; Coating:0.671; Radiative cooling:0.634; Building envelope:0.603; Glazing:0.573; Optoelectronics:0.493; Transparency (behavior):0.472; Porosity:0.469,uncertain,soft_motion_facade,ai,soft:adaptive; responsive | bldg:building; envelope; glazing
2-s2.0-105014520687,10.1016/j.enconman.2025.120409,Real-time adaptive algae bioreactor facades: a novel method for dynamic daylight and thermal efficiency optimization in buildings,2025,Energy Conversion and Management,Article,Daylight:0.895; Thermal:0.572; Environmental science:0.547; Bioreactor:0.418; Computer science:0.363; Engineering:0.36; Marine engineering:0.344; Meteorology:0.205,uncertain,soft_motion_facade,ai,soft:adaptive; dynamic | bldg:building; daylight; facade
2-s2.0-105025349304,10.1145/3757376.3771401,Markov Chain Monte Carlo-Guided Compact 3D Gaussian Splatting for Relightable Rendering,2025,Proceedings SIGGRAPH Asia 2025 Technical Communications SA 2025,Conference Paper,Computer science:0.806; Gaussian:0.593; Probabilistic logic:0.588; Rendering (computer graphics):0.564; Importance sampling:0.543; Markov chain Monte Carlo:0.533; Markov chain:0.507; Artificial intelligence:0.5,exclude,medical_graphics,rule,medical_graphics:relight; rendering; splatting
2-s2.0-105029234129,10.31838/NJAP/07.03.30,Hybrid Ray Tracing and Monte Carlo Simulation for Electromagnetic Wave Propagation in Urban Canyons,2025,National Journal of Antennas and Propagation,Article,Ray tracing (physics):0.724; Wave propagation:0.548; Canyon:0.545; Monte Carlo method:0.533; Electromagnetic radiation:0.511; Distributed ray tracing:0.507; Physics:0.47; Beam tracing:0.422,exclude,medical_graphics,rule,medical_graphics:ray tracing
2-s2.0-105018494413,10.1002/anie.202518649,Polyoxometalate-Directed Assembly of Robust Coordination Cages: Overcoming Kinetic Inertness and Conformational Mismatch,2025,Angewandte Chemie International Edition,Article,Dihedral angle:0.8; Chemistry:0.645; Polyoxometalate:0.63; Kinetic energy:0.622; Supramolecular chemistry:0.596; Ligand (biochemistry):0.573; Catalysis:0.498; Crystallography:0.424,exclude,off_topic_lowsignal,ai_rescreen,strong:kinetic
2-s2.0-105026564749,10.35378/gujs.1629541,A Bibliometric Analysis on Bio-Inspired Responsive Facades,2025,Gazi University Journal of Science,Review,Facade:0.638; Architectural engineering:0.495; Computer science:0.491; Systems engineering:0.458; Engineering:0.424; Design science research:0.423; Architecture:0.407; Mirroring:0.395,uncertain,soft_motion_facade,ai,soft:bio-inspired; responsive | bldg:architect; facade
2-s2.0-105010871768,10.15627/jd.2025.18,Designing a Kinetic Façade to Control Glare: Inspiration of Long-Day Plants Pattern,2025,Journal of Daylighting,Article,GLARE:0.743; Architectural engineering:0.448; Control (management):0.446; Environmental science:0.421; Computer science:0.356; Materials science:0.331; Engineering:0.276; Artificial intelligence:0.138,include,kinetic_facade,rule,strong:kinetic | bldg:architect; façade
2-s2.0-105010602941,10.1007/s00004-025-00831-1,"Adaptive Architectural Facades: Review 1985–2024. A Comparative Analysis of Media-TIC, the Arab Institute, and Al Bahar Towers Dynamic Facades Approaches",2025,Nexus Network Journal,Article,Architectural engineering:0.516; Architectural design:0.46; Engineering:0.315; Geography:0.215; Architecture:0.168; Archaeology:0.168,uncertain,soft_motion_facade,ai,soft:adaptive; dynamic | bldg:architect; facade
