eid,doi,title,year,source,issn,volume,issue,pageRange,doctype,first_author,author_names,author_ids,affilname,affiliation_country,citedby_count,openaccess,authkeywords,oa_match,oa_title_sim,openalex_id,oa_authors,oa_n_authors,oa_institutions,oa_countries,oa_rors,oa_concepts,oa_topics,oa_n_referenced_works,oa_cited_by_count,oa_counts_by_year,oa_is_oa,oa_oa_status,oa_source,oa_issn,oa_pub_year,oa_type,cr_match,cr_funders,cr_n_funders,cr_license_types,cr_has_license,cr_reference_count,cr_issn,cr_container_title,cr_published_year,cr_type
2-s2.0-105021472577,10.1016/j.buildenv.2025.113948,Evaluating permeable pavements' impact on the thermal environment in street canyons through outdoor experiments under hot and humid background climate,2026,Building and Environment,03601323,288,,,Article,Zhao J.,,,Zhejiang University;College of Civil Engineering and Architecture Zhejiang University;International Research Center for Green Building and Low-Carbon City,China;China;China,3,0,,doi,,https://openalex.org/W4415929386,J.G. Zhao; Yifan Fan; Lu Jiang; Xiaoyu Luo; Jian Ge,5,Zhejiang Province Institute of Architectural Design and Research; Zhejiang University; Zhejiang University of Science and Technology,CN,https://ror.org/00f89ms08; https://ror.org/00a2xv884; https://ror.org/05mx0wr29,Canyon:0.94; Sensible heat:0.818; Environmental science:0.749; Impervious surface:0.677; Albedo (alchemy):0.648; Evaporative cooler:0.577; Street canyon:0.543; Heat flux:0.519,Urban Heat Island Mitigation; Smart Materials for Construction; Climate change and permafrost,48,3.0,"[{""year"": 2026, ""cited_by_count"": 3}]",False,closed,Building and Environment,0360-1323; 1873-684X,2025.0,article,doi,Fundamental Research Funds for the Central Universities; Zhejiang University; Zhejiang University; Fundamental Research Funds for the Central Universities; National Natural Science Foundation of China; National Natural Science Foundation of China,6,stm-asf; tdm,True,60.0,0360-1323,Building and Environment,2026.0,journal-article
2-s2.0-105022661726,10.1016/j.buildenv.2025.114040,Assessing cooling–lighting trade-offs in a low-income Jordanian housing archetype under climate change and heat waves,2026,Building and Environment,03601323,288,,,Article,Albadaineh R.,,,King Fahd University of Petroleum and Minerals,Saudi Arabia,0,0,,doi,,https://openalex.org/W4416533098,Renad Albadaineh; Ahmed Abd El Fattah,2,King Fahd University of Petroleum and Minerals,SA,https://ror.org/03yez3163,Daylight:0.87; Overheating (electricity):0.824; Shading:0.667; Heat wave:0.629; Environmental science:0.603; Building envelope:0.592; Solar gain:0.53; Roof:0.506,Building Energy and Comfort Optimization; Urban Heat Island Mitigation; Sustainable Building Design and Assessment,69,0.0,[],False,closed,Building and Environment,0360-1323; 1873-684X,2025.0,article,doi,King Fahd University of Petroleum and Minerals,1,stm-asf; tdm,True,105.0,0360-1323,Building and Environment,2026.0,journal-article
2-s2.0-105022288003,10.1016/j.buildenv.2025.113983,Effects of building shading on outdoor adaptive thermal comfort and the development of predictive models,2026,Building and Environment,03601323,288,,,Article,Zhou Z.,,,Guangzhou University,China,0,0,,doi,,https://openalex.org/W4416046485,Zhiqiang Zhou; Liang Dong; Ran Jiao; Zhaosong Fang; Li Li,5,Guangzhou University; Huaqiao University; Guangzhou Municipal Engineering Design and Research Institute,CN,https://ror.org/05ar8rn06; https://ror.org/03frdh605; https://ror.org/02rgkd872,Thermal comfort:0.897; Thermal sensation:0.866; Context (archaeology):0.609; Thermal:0.607; Environmental science:0.6; Shading:0.576; Simulation:0.456; Adaptation (eye):0.441,Urban Heat Island Mitigation; Building Energy and Comfort Optimization; Urban Green Space and Health,54,0.0,[],False,closed,Building and Environment,0360-1323; 1873-684X,2025.0,article,doi,,0,stm-asf; tdm,True,65.0,0360-1323,Building and Environment,2026.0,journal-article
2-s2.0-105021081103,10.1016/j.applthermaleng.2025.128924,Thermal performance and climate applicability analysis of multiple building envelopes,2026,Applied Thermal Engineering,13594311,283,,,Article,Yao Q.,,,Department of Architecture,China,2,0,,doi,,https://openalex.org/W4415894055,Qintong Yao; Kang Zhao; Yanan Zhou; Jian Ge,4,Zhejiang University; Zhejiang Province Institute of Architectural Design and Research,CN,https://ror.org/00a2xv884; https://ror.org/00f89ms08,Envelope (radar):0.655; Environmental science:0.644; Building envelope:0.589; Adaptability:0.562; Thermal:0.499; Sensitivity (control systems):0.495; Cooling load:0.446; Phase-change material:0.428,Phase Change Materials Research; Building Energy and Comfort Optimization; Hygrothermal properties of building materials,26,2.0,"[{""year"": 2026, ""cited_by_count"": 2}]",False,closed,Applied Thermal Engineering,1359-4311; 1873-5606,2025.0,article,doi,Key Research and Development Program of Zhejiang Province,1,stm-asf; tdm,True,38.0,1359-4311,Applied Thermal Engineering,2026.0,journal-article
2-s2.0-105019973828,10.1016/j.solmat.2025.114000,A bioinspired approach for adaptive solid-solid phase change material coatings with optimized surface features for passive thermal regulation,2026,Solar Energy Materials and Solar Cells,09270248,295,,,Article,Bousselham R.,,,School of Engineering,United States,0,1,,doi,,https://openalex.org/W4415170037,Rajae Bousselham; Zhiying Xiao; Mingjiang Tao; Sergio Granados-Fócil; Adriana Hera; Steven Van Dessel,6,Worcester Polytechnic Institute; National Laboratory of the Rockies; Clark University,US,https://ror.org/05ejpqr48; https://ror.org/036266993; https://ror.org/04123ky43,Materials science:0.687; Coating:0.593; Leverage (statistics):0.563; Thermal:0.555; Surface roughness:0.548; Surface (topology):0.463; Photonics:0.459; Selective surface:0.45,Thermal Radiation and Cooling Technologies; Building Energy and Comfort Optimization; Phase Change Materials Research,55,1.0,"[{""year"": 2025, ""cited_by_count"": 1}]",True,hybrid,Solar Energy Materials and Solar Cells,0927-0248; 1879-3398,2025.0,article,doi,National Science Foundation; National Science Foundation; National Science Foundation Division of Civil Mechanical and Manufacturing Innovation; Society for Academic Emergency Medicine; Clark University,5,tdm; vor,True,62.0,0927-0248,Solar Energy Materials and Solar Cells,2026.0,journal-article
2-s2.0-105015075076,10.1002/adma.202511392,Smart Skin for Zero Energy Buildings: A Review of Thermoresponsive Spectral-Adaptive Envelopes,2026,Advanced Materials,09359648,38,3,,Review,Liu S.,,,Southeast University,China,15,0,,doi,,https://openalex.org/W4414064541,Sai Liu; Gang Chen; Jian Li; Shi‐Jie Cao,4,Southeast University; China Construction Eighth Engineering Division (China); University of Surrey,CN; GB,https://ror.org/04ct4d772; https://ror.org/04yt9wc05; https://ror.org/00ks66431,Materials science:0.63; Opacity:0.554; Building envelope:0.544; Smart material:0.511; Computer science:0.473; Actuator:0.463; Efficient energy use:0.43; Thermal:0.416,Thermal Radiation and Cooling Technologies; Urban Heat Island Mitigation; Building Energy and Comfort Optimization,133,9.0,"[{""year"": 2026, ""cited_by_count"": 7}, {""year"": 2025, ""cited_by_count"": 2}]",False,closed,Advanced Materials,0935-9648; 1521-4095,2025.0,article,doi,,0,tdm; vor,True,138.0,0935-9648; 1521-4095,Advanced Materials,2025.0,journal-article
2-s2.0-105027260676,10.1007/s43995-025-00272-4,Harnessing wind energy through responsive kinetic façades for sustainable building design,2026,Journal of Umm Al Qura University for Engineering and Architecture,,,,,Article,Massoud P.,,,Faculty of Energy & Environmental Engineering,Egypt,0,1,,doi,,https://openalex.org/W7117666647,Passaint Massoud,1,British University in Egypt,EG,https://ror.org/0066fxv63,Modular design:0.624; Renewable energy:0.592; Systems engineering:0.535; Wind power:0.513; Engineering:0.47; Energy engineering:0.448; Energy transformation:0.41; Architectural engineering:0.382,Innovative Energy Harvesting Technologies; Aeroelasticity and Vibration Control; Vibration Control and Rheological Fluids,42,1.0,"[{""year"": 2026, ""cited_by_count"": 1}]",True,green,Journal of Umm Al-Qura University for Engineering and Architecture,1658-8150; 2731-6688,2025.0,article,doi,,0,tdm; vor,True,45.0,2731-6688; 1658-8150,Journal of Umm Al-Qura University for Engineering and Architecture,2025.0,journal-article
2-s2.0-105038479955,10.1007/978-3-032-10546-2_136,"Curved-Folding Biomimicry-Inspired Kinetic Facades: Integrating Composite Materials for Energy-Efficient, Motorless Adaptive Building Envelope",2026,Lecture Notes in Civil Engineering,23662557,788 LNCE,,1432-1441,Conference Paper,Altaweel M.,,,University of Kansas,United States,0,0,,doi,,https://openalex.org/W7153877158,Maryam Altaweel; Jae D. Chang; Ronald M. Barrett-Gonzalez,3,University of Kansas,US,https://ror.org/001tmjg57,Materials science:0.496; Composite number:0.373; Building envelope:0.346; Work (physics):0.336; Kinetic energy:0.336; Composite material:0.32; Envelope (radar):0.32; Structural engineering:0.313,Structural Analysis and Optimization; Advanced Materials and Mechanics; Architecture and Computational Design,22,0.0,[],False,closed,Lecture notes in civil engineering,2366-2557; 2366-2565,2026.0,book-chapter,doi,,0,tdm; vor,True,27.0,2366-2557; 2366-2565,Lecture Notes in Civil Engineering,2026.0,book-chapter
2-s2.0-105038570681,10.1007/978-3-032-10546-2_99,Advancing Simulation Tools: Adaptive Façades for Building Decarbonization,2026,Lecture Notes in Civil Engineering,23662557,788 LNCE,,1051-1061,Conference Paper,André B.,,,The Royal Institute of Technology (KTH),Sweden,0,0,,doi,,https://openalex.org/W7153801577,Badura André; Martinac Ivo; Müller Birgit,3,KTH Royal Institute of Technology,SE,https://ror.org/026vcq606,Computer science:0.387; Environmental science:0.35; Engineering:0.338; Production (economics):0.261; Work (physics):0.261; Process (computing):0.258; Key (lock):0.249; Field (mathematics):0.228,Building Energy and Comfort Optimization; Simulation Techniques and Applications; Modeling and Simulation Systems,0,0.0,[],False,closed,Lecture notes in civil engineering,2366-2557; 2366-2565,2026.0,book-chapter,doi,,0,tdm; vor,True,8.0,2366-2557; 2366-2565,Lecture Notes in Civil Engineering,2026.0,book-chapter
2-s2.0-105035744454,10.1007/978-981-95-1826-5_17,Dynamic Shading Device with Phase Change Materials: Optimized Performance for Resilient and Sustainable Building Stock,2026,Lecture Notes in Civil Engineering,23662557,744 LNCE,,151-158,Conference Paper,Gonçalves M.,,,Universidade de Aveiro,Portugal,0,0,,doi,,https://openalex.org/W4417525369,Margarida Gonçalves; António Figueiredo; Ricardo M. S. F. Almeida; Romeu Vicente,4,University of Aveiro; Universidade do Porto; Polytechnic Institute of Viseu,PT,https://ror.org/00nt41z93; https://ror.org/043pwc612; https://ror.org/0235kxk33,Shading:0.774; Adaptability:0.655; Sizing:0.649; Dynamic simulation:0.549; Computer science:0.434; Phase change:0.396; Simulation:0.372; Phase-change material:0.344,Building Energy and Comfort Optimization; Phase Change Materials Research; Solar Thermal and Photovoltaic Systems,6,0.0,[],False,closed,Lecture notes in civil engineering,2366-2557; 2366-2565,2025.0,book-chapter,doi,,0,tdm; vor,True,8.0,2366-2557; 2366-2565,Lecture Notes in Civil Engineering,2025.0,book-chapter
2-s2.0-105035769971,10.1080/17452007.2026.2658645,"Responsive building façades: a systematic review of technologies, challenges, and future directions",2026,Architectural Engineering and Design Management,17452007,,,,Review,Usman U.,,,King Fahd University of Petroleum and Minerals,Saudi Arabia,0,0,,doi,,https://openalex.org/W7153601832,Umar Usman; Abubakar Idakwo Yaro; Omar S. Asfour,3,King Fahd University of Petroleum and Minerals,SA,https://ror.org/03yez3163,Engineering:0.414; Computer science:0.393; Architectural engineering:0.334; Management science:0.328; Systems engineering:0.325; Construction engineering:0.312; Risk analysis (engineering):0.292; Key (lock):0.29,Structural Analysis of Composite Materials; Architecture and Computational Design; Wind and Air Flow Studies,68,0.0,[],False,closed,Architectural Engineering and Design Management,1745-2007; 1752-7589,2026.0,article,doi,,0,,False,70.0,1745-2007; 1752-7589,Architectural Engineering and Design Management,2026.0,journal-article
2-s2.0-105009429618,10.1080/14733315.2025.2524918,Performance optimization of an office building with a dynamic façade system,2026,International Journal of Ventilation,14733315,25,1,31-43,Article,Wang Z.,,,Technische Universiteit Eindhoven,Netherlands,0,1,,doi,,https://openalex.org/W4411814505,Zhijian Wang; Magdalena Hajdukiewicz; Hailin Zheng; Pieter-Jan Hoes; Marcel Loomans,5,Eindhoven University of Technology; Ollscoil na Gaillimhe – University of Galway,NL; IE,https://ror.org/02c2kyt77; https://ror.org/03bea9k73,Architectural engineering:0.549; Engineering:0.443; Computer science:0.371,Building Energy and Comfort Optimization; Architecture and Computational Design; Wind and Air Flow Studies,16,0.0,[],True,hybrid,International Journal of Ventilation,1473-3315; 2044-4044,2025.0,article,doi,"European Union’s MSCA PF FaceINQ; Academic Committee for Design of the Department of Mechanical Engineering, Eindhoven University of Technology",2,vor,True,17.0,1473-3315; 2044-4044,International Journal of Ventilation,2025.0,journal-article
2-s2.0-105037803012,10.1109/SoutheastCon63549.2026.11476704,Intelligent Facades: An IIoT and Digital Twin Framework for Occupancy-Aware Kinetic Envelope Control,2026,Conference Proceedings IEEE SOUTHEASTCON,10910050,,,,Conference Paper,Salamaga D.,,,Kennesaw State University,United States,0,0,,doi,,https://openalex.org/W7154946656,Diana Salamaga; David Guerra-Zubiaga; Jade Yang; Razvan Cristian Voicu,4,Kennesaw State University,US,https://ror.org/00jeqjx33,Computer science:0.502; Control theory (sociology):0.494; Envelope (radar):0.442; Control (management):0.41; Control engineering:0.376; Control system:0.363; Kinetic energy:0.344; Engineering:0.322,Digital Transformation in Industry; Building Energy and Comfort Optimization; Model Reduction and Neural Networks,0,0.0,[],False,closed,,,2026.0,article,doi,,0,stm-asf,True,15.0,,SoutheastCon 2026,2026.0,proceedings-article
2-s2.0-105033982139,10.3389/fbuil.2026.1788657,Multi-criteria performance assessment of an adaptive kinetic photovoltaic shading system,2026,Frontiers in Built Environment,,12,,,Article,Ghidini A.C.,,,Universität Stuttgart,Germany,0,1,,doi,,https://openalex.org/W7135091557,Ana Caroline Ghidini; Doris Österreicher; Maria Matheou,3,University of Stuttgart; Building Research Institute; Research Institute for Building Materials (Czechia),DE; CZ; JP,https://ror.org/04vnq7t77; https://ror.org/02rqdr293; https://ror.org/052nqyp83,Photovoltaic system:0.813; Daylight:0.777; Shading:0.583; Solar gain:0.582; Solar energy:0.559; Automotive engineering:0.516; Engineering:0.418; Simulation:0.411,Building Energy and Comfort Optimization; Solar Energy Systems and Technologies; Solar Thermal and Photovoltaic Systems,30,0.0,[],True,gold,Frontiers in Built Environment,2297-3362,2026.0,article,doi,Deutsche Forschungsgemeinschaft,1,vor,True,51.0,2297-3362,Frontiers in Built Environment,2026.0,journal-article
2-s2.0-105039709363,10.1155/ina/9959278,"Deep Reinforcement Learning–Based Multiobjective Control of Hybrid Building Envelopes: Integrating Adaptive Façades, Passive Radiative Cooling, and Indoor Air Quality Management Across Iranian Climates",2026,Indoor Air,09056947,2026,1,,Article,Maroofiazar R.,,,University of Maragheh,Iran,0,1,,doi,,https://openalex.org/W7162132878,Rasool Maroofiazar; Ali Maboudi Reveshti,2,University of Maragheh,IR,https://ror.org/0037djy87,Indoor air quality:0.748; Building envelope:0.638; Environmental science:0.596; Thermal comfort:0.529; Robustness (evolution):0.522; Passive cooling:0.498; Computer science:0.4; Air quality index:0.398,Building Energy and Comfort Optimization; Solar Energy Systems and Technologies; Wind and Air Flow Studies,84,0.0,[],True,hybrid,Indoor Air,0905-6947; 1600-0668,2026.0,article,doi,,0,tdm; vor,True,94.0,0905-6947; 1600-0668,Indoor Air,2026.0,journal-article
2-s2.0-105028162151,10.1051/epjpv/2025026,Vehicle integrated photovoltaics module architecture optimization under dynamic shading,2026,EPJ Photovoltaics,,17,,,Article,Moruno R.,,,Universidad Politécnica de Madrid,Spain,0,1,,doi,,https://openalex.org/W7124423062,R. Moruno; Luis San José; Rubén Núñez; Rebeca Herrero; Ignacio Antón Hernández,5,Universidad Politécnica de Madrid,ES,https://ror.org/03n6nwv02,Shading:0.823; Interconnection:0.681; Photovoltaics:0.594; Photovoltaic system:0.583; Computer science:0.555; Overhead (engineering):0.471; Maximum power point tracking:0.442; Point (geometry):0.437,Photovoltaic System Optimization Techniques; solar cell performance optimization; Electric Vehicles and Infrastructure,29,1.0,"[{""year"": 2026, ""cited_by_count"": 1}]",True,gold,EPJ Photovoltaics,2105-0716,2026.0,article,doi,"Ministerio de Ciencia, Innovación y Universidades",1,vor,True,42.0,2105-0716,EPJ Photovoltaics,2026.0,journal-article
