eid,abstract,abstract_status,eff_doi,doi,title,year,source,issn,volume,issue,pageRange,doctype,first_author,author_names,author_ids,affilname,affiliation_country,citedby_count,openaccess,authkeywords,oa_match,oa_title_sim,openalex_id,oa_authors,oa_n_authors,oa_institutions,oa_countries,oa_rors,oa_concepts,oa_topics,oa_n_referenced_works,oa_cited_by_count,oa_counts_by_year,oa_is_oa,oa_oa_status,oa_source,oa_issn,oa_pub_year,oa_type,cr_match,cr_funders,cr_n_funders,cr_license_types,cr_has_license,cr_reference_count,cr_issn,cr_container_title,cr_published_year,cr_type
2-s2.0-84906247403,This paper presents a generative grammar producing a language of patterns for the south façade of a prototype sustainable house. The patterns are produced through the activation of the electrochrom...,ok,10.1068/b38121,10.1068/b38121,The dynamic façade pattern grammar,2014,Environ Plann B Plann Des,02658135,41,4,690-716,Article,Kotsopoulos S.D.,,,Massachusetts Institute of Technology,United States,4,0,,doi,,https://openalex.org/W2050268947,Sotirios D. Kotsopoulos; Guglielmo Carra; Wesley Graybill; Federico Casalegno,4,Massachusetts Institute of Technology; Politecnico di Milano,US; IT,https://ror.org/042nb2s44; https://ror.org/01nffqt88,Performative utterance:0.619; Grammar:0.587; Generative grammar:0.575; Computer science:0.525; Class (philosophy):0.504; Artificial intelligence:0.341; Linguistics:0.328; Programming language:0.328,Architecture and Computational Design; Architecture and Art History Studies; 3D Surveying and Cultural Heritage,16,8.0,"[{""year"": 2019, ""cited_by_count"": 1}, {""year"": 2018, ""cited_by_count"": 2}, {""year"": 2016, ""cited_by_count"": 1}, {""year"": 2013, ""cited_by_count"": 1}, {""year"": 2012, ""cited_by_count"": 3}]",False,closed,Environment and Planning B Planning and Design,0265-8135; 1472-3417,2014.0,article,doi,,0,tdm,True,19.0,0265-8135; 1472-3417,Environment and Planning B: Planning and Design,2014.0,journal-article
2-s2.0-85030536726,,missing,10.52842/conf.ecaade.2014.2.179,,Designing Resilient Buildings with Emergent Materials,2014,Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe,26841843,2,,179-184,Conference Paper,Decker M.,,,New Jersey Institute of Technology,United States,13,0,,title,1.0,https://openalex.org/W4298866432,Martina Decker; Andrzej Zarzycki,2,New Jersey Institute of Technology,US,https://ror.org/05e74xb87,Microcontroller:0.76; Actuator:0.72; Computer science:0.612; Building automation:0.514; Complement (music):0.499; Smart material:0.484; Computation:0.472; Architecture:0.468,Architecture and Computational Design; Design Education and Practice; BIM and Construction Integration,3,11.0,"[{""year"": 2025, ""cited_by_count"": 4}, {""year"": 2024, ""cited_by_count"": 1}, {""year"": 2023, ""cited_by_count"": 1}, {""year"": 2021, ""cited_by_count"": 2}, {""year"": 2020, ""cited_by_count"": 2}, {""year"": 2017, ""cited_by_count"": 1}]",True,bronze,eCAADe proceedings,2684-1843,2014.0,article,none,,0,,False,,,,,
2-s2.0-84915749440,,missing,,,A new elasto-plastic material model for coated fabric in membrane structures,2014,16th European Conference on Composite Materials Eccm 2014,,,,,Conference Paper,Dinh T.D.,,,Universiteit Gent,Belgium,0,0,,title,1.0,https://openalex.org/W2321964649,Tien Dung Dinh; Ali Rezaei; Maarten Van Craenenbroeck; Silke Puystiens; Lars De Laêt; Marijke Mollaert; Danny Van Hemelrijck; Wim Van Paepegem,8,Ghent University; Institute of Materials and Machine Mechanics of the Slovak Academy of Sciences,BE; SK,https://ror.org/00cv9y106; https://ror.org/01xja5k46,Composite material:0.46; Materials science:0.452; Forensic engineering:0.336; Engineering:0.284,Textile materials and evaluations; Structural Analysis and Optimization; Structural Analysis of Composite Materials,5,0.0,[],False,closed,Ghent University Academic Bibliography (Ghent University),,2014.0,article,none,,0,,False,,,,,
2-s2.0-85063810226,,missing,,,"Parametric design for technological and ""smart"" system. Adaptive and optimized skin",2014,30th International PLEA Conference Sustainable Habitat for Developing Societies Choosing the Way Forward Proceedings,,1,,532-539,Conference Paper,Figliola A.,,,Sapienza Università di Roma,Italy,4,0,,title,1.0,https://openalex.org/W2292538866,Monica Rossi; Angelo Figliola,2,,,,Obsolescence:0.702; Process (computing):0.584; Computer science:0.522; Systems engineering:0.494; Architecture:0.483; Multidisciplinary approach:0.481; Architectural engineering:0.459; Emerging technologies:0.447,Architecture and Computational Design; Design Education and Practice; BIM and Construction Integration,2,2.0,"[{""year"": 2022, ""cited_by_count"": 1}, {""year"": 2019, ""cited_by_count"": 1}]",False,closed,Unicam Scientific Publications (University of Camerino),,2014.0,article,none,,0,,False,,,,,
2-s2.0-84888295460,,missing,10.1111/nph.12474,10.1111/nph.12474,"More cells, bigger cells or simply reorganization? Alternative mechanisms leading to changed internode architecture under contrasting stress regimes",2014,New Phytologist,0028646X,201,1,193-204,Article,Huber H.,,,Radboud Universiteit,Netherlands,30,1,,doi,,https://openalex.org/W2009936666,Heidrun Huber; Jan de Brouwer; Eric von Wettberg; Heinjo J. During; Niels P. R. Anten,5,Radboud University Nijmegen; Wageningen University & Research; Florida International University; Fairchild Tropical Botanic Garden; Utrecht University,NL; US,https://ror.org/016xsfp80; https://ror.org/04qw24q55; https://ror.org/02gz6gg07; https://ror.org/034xatd74; https://ror.org/04pp8hn57,Shading:0.911; Biology:0.624; Elongation:0.604; Canopy:0.466; Shade avoidance:0.419; Phenotypic plasticity:0.416; Botany:0.394; Cell biology:0.38,Tree Root and Stability Studies; Biocrusts and Microbial Ecology; Plant Molecular Biology Research,74,30.0,"[{""year"": 2025, ""cited_by_count"": 1}, {""year"": 2024, ""cited_by_count"": 3}, {""year"": 2023, ""cited_by_count"": 3}, {""year"": 2022, ""cited_by_count"": 5}, {""year"": 2020, ""cited_by_count"": 2}, {""year"": 2019, ""cited_by_count"": 5}, {""year"": 2018, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 5}, {""year"": 2016, ""cited_by_count"": 2}, {""year"": 2015, ""cited_by_count"": 2}, {""year"": 2014, ""cited_by_count"": 1}]",True,bronze,New Phytologist,0028-646X; 1469-8137,2013.0,article,doi,,0,tdm; vor,True,66.0,0028-646X; 1469-8137,New Phytologist,2013.0,journal-article
2-s2.0-84901408016,"Climate adaptive building shells (CABS) are receiving increasing attention because they can enable high-performance building design that combines low energy consumption with good indoor environmental quality (IEQ). Various studies have acknowledged the potential of CABS with seasonal adaptation, but thus far, there is no method available to quantify their performance potential. This paper presents a framework for design and performance analysis of CABS with optimal seasonal adaptation strategies. The framework is based on a sequence of multi-objective optimization scenarios and uses a genetic algorithm in combination with coupled building energy and daylighting simulations. Findings from a case study with an office building in the Netherlands demonstrate the effectiveness of the framework in quantifying the potential of seasonal CABS. Results of the case study show that monthly adaptation of six facade design parameters can lead to improved IEQ conditions and 15–18% energy savings compared to the best performing non-adaptive building shell. Through post-optimization analysis of monthly and annual solutions, a better understanding of the key elements of seasonal facade adaptation is obtained.",ok,10.1016/j.enbuild.2014.04.045,10.1016/j.enbuild.2014.04.045,Framework for assessing the performance potential of seasonally adaptable facades using multi-objective optimization,2014,Energy and Buildings,03787788,79,,106-113,Article,Kasinalis C.,,,Technische Universiteit Eindhoven,Netherlands,102,2,,doi,,https://openalex.org/W2066196834,C. Kasinalis; Roel Loonen; D Daniel Cóstola; Jlm Jan Hensen,4,Eindhoven University of Technology,NL,https://ror.org/02c2kyt77,Facade:0.865; Adaptation (eye):0.62; Energy consumption:0.513; Daylighting:0.464; Energy performance:0.433; Building design:0.43; Engineering:0.387; Computer science:0.383,Building Energy and Comfort Optimization; Sustainable Building Design and Assessment; Urban Heat Island Mitigation,66,112.0,"[{""year"": 2026, ""cited_by_count"": 2}, {""year"": 2025, ""cited_by_count"": 6}, {""year"": 2024, ""cited_by_count"": 8}, {""year"": 2023, ""cited_by_count"": 10}, {""year"": 2022, ""cited_by_count"": 18}, {""year"": 2021, ""cited_by_count"": 10}, {""year"": 2020, ""cited_by_count"": 16}, {""year"": 2019, ""cited_by_count"": 5}, {""year"": 2018, ""cited_by_count"": 7}, {""year"": 2017, ""cited_by_count"": 6}, {""year"": 2016, ""cited_by_count"": 8}, {""year"": 2015, ""cited_by_count"": 11}, {""year"": 2014, ""cited_by_count"": 5}]",True,green,Energy and Buildings,0378-7788; 1872-6178,2014.0,article,doi,,0,,False,67.0,0378-7788,Energy and Buildings,2014.0,journal-article
2-s2.0-85088355797,,missing,,,"Environmental performance of adaptive building envelope design: Urban housing in Seoul, Korea",2014,30th International PLEA Conference Sustainable Habitat for Developing Societies Choosing the Way Forward Proceedings,,2,,575-582,Conference Paper,Paek J.,,,Architectural Association School of Architecture,,0,0,,none,,,,0,,,,,,0,,,,,,,,,none,,0,,False,,,,,
2-s2.0-84903840062,"This paper presents a prototypical implementation of WSN-based daylight-responsive lighting and shading systems control in buildings that utilizes real-time sensing. This system can control the position of window blinds and the states of the luminaires to achieve the desirable visual comfort and energy efficiency based on the weather conditions and occupant activities. We first present the system architecture. Subsequently, the prototypical implementation is demonstrated. The outcome of this effort is expected to further articulate the system functionality and control algorithm towards implementations in real-life built environments.",ok,10.1109/igbsg.2014.6835241,10.1109/IGBSG.2014.6835241,WSN-based intelligent visual performance management in tropical buildings,2014,Proceedings of 2014 International Conference on Intelligent Green Building and Smart Grid Igbsg 2014,,,,,Conference Paper,Chan Y.,,,Nanyang Technological University;Berkeley Education Alliance for Research in Singapore,Singapore;Singapore,1,2,,doi,,https://openalex.org/W2037495132,Yiu Wing Edwin Chan; Szu-Cheng Chien; Boon‐Hee Soong; King Jet Tseng,4,Nanyang Technological University; Singapore-MIT Alliance for Research and Technology,SG,https://ror.org/02e7b5302; https://ror.org/05yb3w112,Daylight:0.776; Computer science:0.703; Implementation:0.681; Window (computing):0.637; Building management system:0.542; Building automation:0.521; Architecture:0.512; Real-time computing:0.495,Building Energy and Comfort Optimization; Impact of Light on Environment and Health; Optical Wireless Communication Technologies,13,3.0,"[{""year"": 2020, ""cited_by_count"": 1}, {""year"": 2019, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 1}]",True,green,,,2014.0,article,doi,,0,,False,12.0,,2014 International Conference on Intelligent Green Building and Smart Grid (IGBSG),2014.0,proceedings-article
2-s2.0-84904663253,,missing,,,Controlling kinetic cladding components in building façades: A case for autonomous movement,2014,Rethinking Comprehensive Design Speculative Counterculture Proceedings of the 19th International Conference on Computer Aided Architectural Design Research in Asia Caadria 2014,,,,129-138,Conference Paper,Yekutiel T.P.,,,Technion - Israel Institute of Technology,Israel,8,0,,none,,,,0,,,,,,0,,,,,,,,,none,,0,,False,,,,,
2-s2.0-84903122488,"Curved-line folding is the act of folding paper along a curved crease pattern in order to create a 3D shape, using the combination of folding (plastic...",ok,10.2495/mar140121,10.2495/MAR140121,The design and physical modelling of deployable structures based on curved-line folding,2014,Wit Transactions on the Built Environment,17433509,136,,145-156,Conference Paper,Vergauwen A.,,,Vrije Universiteit Brussel,Belgium,7,0,,doi,,https://openalex.org/W2079817840,Aline Vergauwen; Niels De Temmerman; Stijn Brancart,3,Vrije Universiteit Brussel,BE,https://ror.org/006e5kg04,Context (archaeology):0.679; Curvature:0.677; Bending:0.654; Deformation (meteorology):0.608; Folding (DSP implementation):0.582; Geometry:0.447; Structural engineering:0.412; Materials science:0.379,Advanced Materials and Mechanics; Architecture and Computational Design; Structural Analysis and Optimization,2,13.0,"[{""year"": 2026, ""cited_by_count"": 1}, {""year"": 2025, ""cited_by_count"": 2}, {""year"": 2024, ""cited_by_count"": 1}, {""year"": 2020, ""cited_by_count"": 1}, {""year"": 2019, ""cited_by_count"": 2}, {""year"": 2018, ""cited_by_count"": 1}, {""year"": 2017, ""cited_by_count"": 2}, {""year"": 2016, ""cited_by_count"": 2}, {""year"": 2015, ""cited_by_count"": 1}]",False,closed,WIT transactions on the built environment,1743-3509; 1746-4498,2014.0,article,doi,,0,,False,0.0,1743-3509; 1746-4498,WIT Transactions on The Built Environment,2014.0,proceedings-article
2-s2.0-84898997636,"This paper deals with the experimental assessment of the energy performance of two Advanced Integrated Façade modules (AIF) characterized by two very similar configurations. The two AIF modules were installed on the south-exposed façade of an outdoor test cell facility (a real-scale mockup of an office building) and continuous measurements were carried out for more than one year. Data collected during the experimental campaign were analyzed to evaluate the energy performance and thermo-physical behaviour of the AIF modules. The performances of the two systems were assessed by comparison and by means of conventional and advanced synthetic metrics.The results of the activity point out the different performances of the two configurations, which only differs on the inner-side glazing (a stratified single clear glass pane vs a stratified low-e double glazed unit). It was demonstrated that just a single additional glass layer can contribute to substantially improve the energy performance of a quite complex façade technology. On average, the façade configuration with the stratified low-e double glazed unit shows the abatement of heat loss and of solar gain of about 30% during the whole year. Moreover, the reliability of some conventional and less conventional metrics in assessing the performance of dynamic façade technologies was also investigated. The results confirm that conventional metrics are not fully reliable when they are used to assess advanced building envelope components with high level of dynamic.",ok,10.1016/j.egypro.2014.02.143,10.1016/j.egypro.2014.02.143,Energy performance assessment of and advanced integrated façade through experimental data analysis,2014,Energy Procedia,18766102,48,,1262-1271,Conference Paper,Goia F.,,,Norges Teknisk-Naturvitenskapelige Universitet;Politecnico di Torino,Norway;Italy,13,1,,doi,,https://openalex.org/W2017593288,Francesco Goia; Lorenza Bianco; Marco Perino; Valentina Serra,4,Norwegian University of Science and Technology; Polytechnic University of Turin,IT; NO,https://ror.org/05xg72x27; https://ror.org/00bgk9508,Glazing:0.887; Facade:0.684; Building envelope:0.588; Mockup:0.579; Energy performance:0.576; Reliability (semiconductor):0.48; Solar gain:0.445; Reliability engineering:0.432,Building Energy and Comfort Optimization; Structural Analysis of Composite Materials; Facilities and Workplace Management,5,12.0,"[{""year"": 2021, ""cited_by_count"": 2}, {""year"": 2020, ""cited_by_count"": 1}, {""year"": 2019, ""cited_by_count"": 1}, {""year"": 2018, ""cited_by_count"": 3}, {""year"": 2017, ""cited_by_count"": 1}, {""year"": 2015, ""cited_by_count"": 3}, {""year"": 2014, ""cited_by_count"": 1}]",True,diamond,Energy Procedia,1876-6102,2014.0,article,doi,,0,tdm; vor,True,7.0,1876-6102,Energy Procedia,2014.0,journal-article
